Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),CO2 Emissions(g/km),CO2 Rating,Smog Rating,Make_Model
Maserati,Levante Modena V8,SUV: Standard,3.8,8,A8,Z,17.4,12.0,15.0,349,3,1,Maserati_Levante Modena V8
Maserati,Levante Trofeo,SUV: Standard,3.8,8,A8,Z,17.4,12.0,15.0,349,3,1,Maserati_Levante Trofeo
Maserati,MC20,Two-seater,3.0,6,AS8,Z,15.4,9.5,12.8,295,4,5,Maserati_MC20
Maserati,Quattroporte GT,Full-size,3.0,6,A8,Z,14.4,9.3,12.1,281,4,3,Maserati_Quattroporte GT
Maserati,Quattroporte Modena,Full-size,3.0,6,A8,Z,14.4,9.3,12.1,281,4,3,Maserati_Quattroporte Modena
Maserati,Quattroporte Modena AWD,Full-size,3.0,6,A8,Z,14.8,9.8,12.6,293,4,3,Maserati_Quattroporte Modena AWD
Maserati,Quattroporte Trofeo,Full-size,3.8,8,A8,Z,17.4,11.9,14.9,348,3,1,Maserati_Quattroporte Trofeo
Mazda,CX-3,Compact,2.0,4,AS6,X,8.3,6.9,7.7,179,7,3,Mazda_CX-3
Mazda,CX-3 (SIL),Compact,2.0,4,M6,X,8.8,7.0,8.0,186,6,3,Mazda_CX-3 (SIL)
Mazda,CX-3 4WD,Compact,2.0,4,AS6,X,8.6,7.4,8.1,189,6,3,Mazda_CX-3 4WD
Mazda,CX-30 4WD,SUV: Small,2.0,4,AS6,X,9.4,7.7,8.6,202,6,7,Mazda_CX-30 4WD
Mazda,CX-30 4WD,SUV: Small,2.5,4,AS6,X,9.9,7.7,8.9,208,6,7,Mazda_CX-30 4WD
Mazda,CX-30 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.5,7.9,9.3,220,5,5,Mazda_CX-30 Turbo 4WD
Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,X,10.2,8.2,9.3,216,5,6,Mazda_CX-5 4WD
Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,X,9.9,7.9,9.0,209,5,6,Mazda_CX-5 4WD (Cylinder Deactivation)
Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.8,8.7,9.8,230,5,5,Mazda_CX-5 Turbo 4WD
Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,X,11.6,9.0,10.4,243,5,5,Mazda_CX-9 4WD
Mazda,Mazda3 4-Door,Compact,2.0,4,AS6,X,8.4,6.6,7.6,178,7,7,Mazda_Mazda3 4-Door
Mazda,Mazda3 4-Door (SIL),Compact,2.0,4,M6,X,8.7,6.4,7.7,180,7,7,Mazda_Mazda3 4-Door (SIL)
Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,X,8.9,6.5,7.8,183,6,7,Mazda_Mazda3 4-Door
Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,X,9.5,7.2,8.5,199,6,7,Mazda_Mazda3 4-Door 4WD
Mazda,Mazda3 4-Door Turbo 4WD,Compact,2.5,4,AS6,X,10.1,7.3,8.8,207,6,5,Mazda_Mazda3 4-Door Turbo 4WD
Mazda,Mazda3 5-Door,Mid-size,2.0,4,AS6,X,8.6,6.7,7.7,181,7,7,Mazda_Mazda3 5-Door
Mazda,Mazda3 5-Door (SIL),Mid-size,2.0,4,M6,X,8.7,6.6,7.8,181,6,7,Mazda_Mazda3 5-Door (SIL)
Mazda,Mazda3 5-Door,Mid-size,2.5,4,AS6,X,9.1,6.8,8.1,190,6,7,Mazda_Mazda3 5-Door
Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4,M6,X,9.6,7.1,8.4,198,6,7,Mazda_Mazda3 5-Door (SIL)
Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,X,9.5,7.4,8.6,200,6,7,Mazda_Mazda3 5-Door 4WD
Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4,AS6,X,10.1,7.5,8.9,209,5,5,Mazda_Mazda3 5-Door Turbo 4WD
Mazda,MX-5,Two-seater,2.0,4,AS6,Z,9.0,6.6,7.9,186,6,3,Mazda_MX-5
Mazda,MX-5 (SIL),Two-seater,2.0,4,M6,Z,9.0,7.0,8.1,189,6,3,Mazda_MX-5 (SIL)
Mercedes-Benz,A 220 4MATIC Sedan,Subcompact,2.0,4,AM7,Z,9.5,6.8,8.3,194,6,5,Mercedes-Benz_A 220 4MATIC Sedan
Mercedes-Benz,A 250 4MATIC Hatch,Station wagon: Small,2.0,4,AM7,Z,10.0,7.0,8.7,202,6,5,Mercedes-Benz_A 250 4MATIC Hatch
Mercedes-Benz,AMG A 35 4MATIC Sedan,Subcompact,2.0,4,AM7,Z,10.8,7.9,9.5,221,5,5,Mercedes-Benz_AMG A 35 4MATIC Sedan
Mercedes-Benz,AMG A 35 4MATIC Hatch,Station wagon: Small,2.0,4,AM7,Z,10.8,7.8,9.4,221,5,5,Mercedes-Benz_AMG A 35 4MATIC Hatch
Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3.0,6,A9,Z,12.7,8.7,10.9,256,5,5,Mercedes-Benz_AMG C 43 4MATIC Cabriolet
Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3.0,6,A9,Z,12.6,8.5,10.8,252,5,5,Mercedes-Benz_AMG C 43 4MATIC Coupe
Mercedes-Benz,AMG CLA 35 4MATIC Coupe,Compact,2.0,4,AM7,Z,11.0,8.2,9.7,227,5,5,Mercedes-Benz_AMG CLA 35 4MATIC Coupe
Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2.0,4,AM8,Z,12.0,8.5,10.4,243,5,3,Mercedes-Benz_AMG CLA 45 4MATIC Coupe
Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Compact,3.0,6,A9,Z,11.6,8.8,10.3,241,5,6,Mercedes-Benz_AMG CLS 53 4MATIC+ Coupe
Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Mid-size,3.0,6,A9,Z,11.3,8.3,9.9,232,5,6,Mercedes-Benz_AMG E 53 4MATIC+ Sedan
Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3.0,6,A9,Z,12.0,8.9,10.6,247,5,6,Mercedes-Benz_AMG E 53 4MATIC+ Cabriolet
Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3.0,6,A9,Z,11.7,8.4,10.2,239,5,6,Mercedes-Benz_AMG E 53 4MATIC+ Coupe
Mercedes-Benz,AMG GLA 35 4MATIC SUV,Station wagon: Small,2.0,4,AM8,Z,11.0,8.4,9.8,230,5,5,Mercedes-Benz_AMG GLA 35 4MATIC SUV
Mercedes-Benz,AMG GLA 45 4MATIC SUV,Station wagon: Small,2.0,4,AM8,Z,12.3,9.6,11.1,260,4,3,Mercedes-Benz_AMG GLA 45 4MATIC SUV
Mercedes-Benz,AMG GLB 35 4MATIC SUV,Station wagon: Mid-size,2.0,4,AM8,Z,12.7,9.4,11.2,262,4,5,Mercedes-Benz_AMG GLB 35 4MATIC SUV
Mercedes-Benz,AMG GLC 43 4MATIC SUV,SUV: Small,3.0,6,A9,Z,12.9,9.3,11.3,264,4,5,Mercedes-Benz_AMG GLC 43 4MATIC SUV
Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3.0,6,A9,Z,14.0,10.1,12.3,287,4,5,Mercedes-Benz_AMG GLC 43 4MATIC Coupe
Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,SUV: Standard,3.0,6,A9,Z,13.4,10.6,12.1,283,4,6,Mercedes-Benz_AMG GLE 53 4MATIC+ SUV
Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,SUV: Standard,3.0,6,A9,Z,13.6,11.1,12.5,292,4,6,Mercedes-Benz_AMG GLE 53 4MATIC+ Coupe
Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Compact,3.0,6,A9,Z,12.3,9.4,11.0,258,4,6,Mercedes-Benz_AMG GT 53 4MATIC+ Coupe
Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2.0,4,A9,Z,11.0,8.0,9.6,224,5,6,Mercedes-Benz_C 300 4MATIC Cabriolet
Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2.0,4,A9,Z,10.7,7.5,9.3,217,5,6,Mercedes-Benz_C 300 4MATIC Coupe
Mercedes-Benz,CLA 250 4MATIC Coupe,Compact,2.0,4,AM7,Z,9.8,7.0,8.6,200,6,5,Mercedes-Benz_CLA 250 4MATIC Coupe
Mercedes-Benz,CLS 450 4MATIC Coupe,Compact,3.0,6,A9,Z,11.1,8.2,9.8,229,5,6,Mercedes-Benz_CLS 450 4MATIC Coupe
Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2.0,4,A9,Z,11.2,8.2,9.8,229,5,6,Mercedes-Benz_E 350 4MATIC Sedan
Mercedes-Benz,E 450 4MATIC Sedan,Mid-size,3.0,6,A9,Z,10.5,7.9,9.3,218,5,6,Mercedes-Benz_E 450 4MATIC Sedan
Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3.0,6,A9,Z,11.2,8.4,9.9,233,5,6,Mercedes-Benz_E 450 4MATIC Cabriolet
Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3.0,6,A9,Z,11.0,8.0,9.6,225,5,6,Mercedes-Benz_E 450 4MATIC Coupe
Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Station wagon: Mid-size,3.0,6,A9,Z,11.0,8.3,9.8,229,5,6,Mercedes-Benz_E 450 4MATIC All-Terrain Wagon
Mercedes-Benz,GLA 250 4MATIC SUV,SUV: Small,2.0,4,AM8,Z,10.3,7.3,9.0,210,5,5,Mercedes-Benz_GLA 250 4MATIC SUV
Mercedes-Benz,GLB 250 4MATIC SUV,SUV: Small,2.0,4,AM8,Z,10.9,7.9,9.5,224,5,5,Mercedes-Benz_GLB 250 4MATIC SUV
Mercedes-Benz,GLC 300 4MATIC SUV,SUV: Small,2.0,4,A9,Z,11.5,9.1,10.4,242,5,6,Mercedes-Benz_GLC 300 4MATIC SUV
Mercedes-Benz,GLC 300 4MATIC Coupe,SUV: Small,2.0,4,A9,Z,11.5,8.5,10.1,237,5,6,Mercedes-Benz_GLC 300 4MATIC Coupe
Mercedes-Benz,GLE 350 4MATIC SUV,SUV: Standard,2.0,4,A9,Z,12.1,8.9,10.7,250,5,5,Mercedes-Benz_GLE 350 4MATIC SUV
Mercedes-Benz,GLE 450 4MATIC SUV,SUV: Standard,3.0,6,A9,Z,11.4,9.3,10.4,244,5,6,Mercedes-Benz_GLE 450 4MATIC SUV
Mercedes-Benz,GLE 450 4MATIC Coupe,SUV: Standard,3.0,6,A9,Z,11.7,9.2,10.5,247,5,6,Mercedes-Benz_GLE 450 4MATIC Coupe
Mercedes-Benz,GLS 450 4MATIC SUV,SUV: Standard,3.0,6,A9,Z,12.8,10.0,11.5,269,4,6,Mercedes-Benz_GLS 450 4MATIC SUV
Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4.0,8,A9,Z,15.2,9.9,12.9,301,3,5,Mercedes-Benz_Maybach S 580 4MATIC Sedan
Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2.0,4,A9,Z,12.6,10.1,11.5,267,4,6,Mercedes-Benz_Metris Cargo Van
Mercedes-Benz,Metris Cargo Van LWB,Special purpose vehicle,2.0,4,A9,Z,12.6,10.1,11.5,267,4,6,Mercedes-Benz_Metris Cargo Van LWB
Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2.0,4,A9,Z,13.3,10.6,12.1,282,4,6,Mercedes-Benz_Metris Passenger Van
Mercedes-Benz,S 500 4MATIC SWB Sedan,Full-size,3.0,6,A9,Z,11.4,8.0,9.9,231,5,6,Mercedes-Benz_S 500 4MATIC SWB Sedan
Mercedes-Benz,S 580 4MATIC LWB Sedan,Full-size,4.0,8,A9,Z,14.3,9.5,12.2,285,4,5,Mercedes-Benz_S 580 4MATIC LWB Sedan
MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,Z,8.2,6.2,7.3,170,7,7,MINI_Cooper 3 Door
MINI,Cooper 3 Door,Subcompact,1.5,3,M6,Z,8.7,6.3,7.6,177,7,7,MINI_Cooper 3 Door
MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,Z,8.2,6.2,7.3,170,7,7,MINI_Cooper 5 Door
MINI,Cooper 5 Door,Subcompact,1.5,3,M6,Z,8.7,6.3,7.6,177,7,7,MINI_Cooper 5 Door
MINI,Cooper Convertible,Minicompact,1.5,3,AM7,Z,8.2,6.2,7.3,170,7,7,MINI_Cooper Convertible
MINI,Cooper Convertible,Minicompact,1.5,3,M6,Z,8.7,6.3,7.6,177,7,7,MINI_Cooper Convertible
MINI,Cooper Countryman ALL4,Mid-size,1.5,3,AS8,Z,10.2,7.7,9.1,211,5,7,MINI_Cooper Countryman ALL4
MINI,Cooper S 3 Door,Subcompact,2.0,4,AM7,Z,8.5,6.2,7.5,174,7,7,MINI_Cooper S 3 Door
MINI,Cooper S 3 Door,Subcompact,2.0,4,M6,Z,10.5,7.3,9.1,211,5,7,MINI_Cooper S 3 Door
MINI,Cooper S 5 Door,Subcompact,2.0,4,AM7,Z,8.5,6.2,7.5,174,7,7,MINI_Cooper S 5 Door
MINI,Cooper S 5 Door,Subcompact,2.0,4,M6,Z,10.5,7.3,9.1,211,5,7,MINI_Cooper S 5 Door
MINI,Cooper S Clubman ALL4,Mid-size,2.0,4,AS8,Z,10.2,7.4,8.9,207,6,7,MINI_Cooper S Clubman ALL4
MINI,Cooper S Convertible,Minicompact,2.0,4,AM7,Z,8.8,6.5,7.8,182,6,7,MINI_Cooper S Convertible
MINI,Cooper S Convertible,Minicompact,2.0,4,M6,Z,10.1,7.1,8.8,205,6,7,MINI_Cooper S Convertible
MINI,Cooper S Countryman ALL4,Mid-size,2.0,4,AS8,Z,10.4,7.5,9.1,212,5,7,MINI_Cooper S Countryman ALL4
MINI,John Cooper Works 3 Door,Subcompact,2.0,4,AS8,Z,9.3,6.9,8.2,191,6,7,MINI_John Cooper Works 3 Door
MINI,John Cooper Works 3 Door,Subcompact,2.0,4,M6,Z,10.5,7.3,9.1,211,5,7,MINI_John Cooper Works 3 Door
MINI,John Cooper Works Clubman ALL4,Mid-size,2.0,4,AS8,Z,10.1,7.6,9.0,210,5,3,MINI_John Cooper Works Clubman ALL4
MINI,John Cooper Works Convertible,Minicompact,2.0,4,AS8,Z,9.6,7.2,8.5,198,6,7,MINI_John Cooper Works Convertible
MINI,John Cooper Works Countryman ALL4,Mid-size,2.0,4,AS8,Z,10.4,7.8,9.2,210,5,3,MINI_John Cooper Works Countryman ALL4
Mitsubishi,Eclipse Cross 4WD,SUV: Small,1.5,4,AV8,X,9.6,8.9,9.3,216,5,5,Mitsubishi_Eclipse Cross 4WD
Mitsubishi,Mirage,Compact,1.2,3,AV,X,6.6,5.6,6.2,143,8,5,Mitsubishi_Mirage
Mitsubishi,Mirage,Compact,1.2,3,M5,X,7.1,5.8,6.5,151,8,5,Mitsubishi_Mirage
Mitsubishi,Outlander 4WD,SUV: Small,2.5,4,AV8,X,9.7,7.9,8.9,208,6,6,Mitsubishi_Outlander 4WD
Mitsubishi,RVR,SUV: Small,2.0,4,AV6,X,9.7,7.8,8.8,206,6,5,Mitsubishi_RVR
Mitsubishi,RVR 4WD,SUV: Small,2.0,4,AV6,X,10.1,8.2,9.2,213,5,5,Mitsubishi_RVR 4WD
Mitsubishi,RVR 4WD,SUV: Small,2.4,4,AV6,X,10.3,8.3,9.4,218,5,5,Mitsubishi_RVR 4WD
Nissan,Altima AWD,Mid-size,2.5,4,AV,X,9.1,6.5,7.9,186,6,7,Nissan_Altima AWD
Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4,AV,X,9.3,6.7,8.1,190,6,7,Nissan_Altima AWD SR/Platinum
Nissan,Armada 4WD,SUV: Standard,5.6,8,AS7,Z,17.5,12.9,15.4,362,2,3,Nissan_Armada 4WD
Nissan,Frontier,Pickup truck: Standard,3.8,6,AS9,X,12.8,9.5,11.3,266,4,5,Nissan_Frontier
Nissan,Frontier 4WD,Pickup truck: Standard,3.8,6,AS9,X,13.7,10.6,12.3,288,4,5,Nissan_Frontier 4WD
Nissan,Kicks,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,169,7,7,Nissan_Kicks
Nissan,Maxima,Mid-size,3.5,6,AV7,Z,11.6,7.9,9.9,233,5,3,Nissan_Maxima
Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,X,12.0,8.5,10.4,245,5,5,Nissan_Murano AWD
Nissan,Pathfinder 4WD,SUV: Small,3.5,6,AS9,X,11.6,9.2,10.5,246,5,5,Nissan_Pathfinder 4WD
Nissan,Qashqai,Station wagon: Small,2.0,4,AV8,X,8.6,7.3,8.0,188,6,6,Nissan_Qashqai
Nissan,Qashqai,Station wagon: Small,2.0,4,M6,X,10.0,7.9,9.1,213,5,6,Nissan_Qashqai
Nissan,Qashqai AWD,Station wagon: Small,2.0,4,AV8,X,9.0,7.5,8.3,196,6,6,Nissan_Qashqai AWD
Nissan,Rogue,SUV: Small,1.5,3,AV8,X,7.8,6.5,7.2,169,7,6,Nissan_Rogue
Nissan,Rogue,SUV: Small,2.5,4,AV8,X,9.0,7.1,8.1,190,6,7,Nissan_Rogue
Nissan,Rogue AWD,SUV: Small,1.5,3,AV8,X,8.4,6.7,7.6,179,7,6,Nissan_Rogue AWD
Nissan,Rogue AWD SL/Platinum,SUV: Small,1.5,3,AV8,X,8.4,6.8,7.7,181,6,6,Nissan_Rogue AWD SL/Platinum
Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,X,9.2,7.2,8.3,195,6,7,Nissan_Rogue AWD
Nissan,Sentra,Mid-size,2.0,4,AV,X,8.0,6.0,7.1,167,7,7,Nissan_Sentra
Nissan,Sentra SR,Mid-size,2.0,4,AV,X,8.2,6.1,7.3,171,7,7,Nissan_Sentra SR
Nissan,Sentra,Mid-size,2.0,4,M6,X,9.2,6.2,7.9,185,6,7,Nissan_Sentra
Nissan,Sentra SR,Mid-size,2.0,4,M6,X,9.4,6.4,8.1,189,6,7,Nissan_Sentra SR
Nissan,Versa,Compact,1.6,4,AV,X,7.4,5.9,6.7,158,7,7,Nissan_Versa
Nissan,Versa,Compact,1.6,4,M5,X,8.6,6.7,7.7,181,7,7,Nissan_Versa
Porsche,718 Boxster,Two-seater,2.0,4,AM7,Z,11.0,8.7,10.0,233,5,1,Porsche_718 Boxster
Porsche,718 Boxster,Two-seater,2.0,4,M6,Z,11.7,8.9,10.5,245,5,1,Porsche_718 Boxster
Porsche,718 Boxster T,Two-seater,2.0,4,AM7,Z,11.2,8.7,10.1,236,5,1,Porsche_718 Boxster T
Porsche,718 Boxster T,Two-seater,2.0,4,M6,Z,11.7,8.9,10.5,245,5,1,Porsche_718 Boxster T
Porsche,718 Boxster S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,255,5,1,Porsche_718 Boxster S
Porsche,718 Boxster S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,263,4,1,Porsche_718 Boxster S
Porsche,718 Boxster GTS 4.0,Two-seater,4.0,6,AM7,Z,12.3,9.8,11.1,260,4,5,Porsche_718 Boxster GTS 4.0
Porsche,718 Boxster GTS 4.0,Two-seater,4.0,6,M6,Z,14.0,10.0,12.2,284,4,5,Porsche_718 Boxster GTS 4.0
Porsche,718 Cayman,Two-seater,2.0,4,AM7,Z,11.0,8.7,10.0,233,5,1,Porsche_718 Cayman
Porsche,718 Cayman,Two-seater,2.0,4,M6,Z,11.7,8.9,10.5,245,5,1,Porsche_718 Cayman
Porsche,718 Cayman T,Two-seater,2.0,4,AM7,Z,11.2,8.7,10.1,236,5,1,Porsche_718 Cayman T
Porsche,718 Cayman T,Two-seater,2.0,4,M6,Z,11.7,8.9,10.5,245,5,1,Porsche_718 Cayman T
Porsche,718 Cayman S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,255,5,1,Porsche_718 Cayman S
Porsche,718 Cayman S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,263,4,1,Porsche_718 Cayman S
Porsche,718 Cayman GT4,Two-seater,4.0,6,AM7,Z,13.0,9.9,11.6,271,4,5,Porsche_718 Cayman GT4
Porsche,718 Cayman GT4,Two-seater,4.0,6,M6,Z,14.0,10.1,12.2,286,4,5,Porsche_718 Cayman GT4
Porsche,718 Cayman GTS 4.0,Two-seater,4.0,6,AM7,Z,12.3,9.8,11.1,260,4,5,Porsche_718 Cayman GTS 4.0
Porsche,718 Cayman GTS 4.0,Two-seater,4.0,6,M6,Z,14.0,10.0,12.2,284,4,5,Porsche_718 Cayman GTS 4.0
Porsche,718 Spyder,Two-seater,4.0,6,AM7,Z,13.0,9.9,11.6,271,4,5,Porsche_718 Spyder
Porsche,718 Spyder,Two-seater,4.0,6,M6,Z,14.0,10.1,12.2,286,4,5,Porsche_718 Spyder
Porsche,911 Carrera,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,275,4,5,Porsche_911 Carrera
Porsche,911 Carrera Cabriolet,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,275,4,5,Porsche_911 Carrera Cabriolet
Porsche,911 Carrera 4,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,275,4,5,Porsche_911 Carrera 4
Porsche,911 Carrera 4 Cabriolet,Minicompact,3.0,6,AM8,Z,13.1,9.7,11.6,275,4,5,Porsche_911 Carrera 4 Cabriolet
Porsche,911 Carrera S,Minicompact,3.0,6,AM8,Z,12.9,10.2,11.7,274,4,5,Porsche_911 Carrera S
Porsche,911 Carrera S,Minicompact,3.0,6,M7,Z,12.8,9.4,11.3,264,4,5,Porsche_911 Carrera S
Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,AM8,Z,12.9,10.2,11.7,273,4,5,Porsche_911 Carrera S Cabriolet
Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,M7,Z,13.8,9.4,11.8,275,4,5,Porsche_911 Carrera S Cabriolet
Porsche,911 Carrera 4S,Minicompact,3.0,6,AM8,Z,13.0,10.2,11.8,275,4,5,Porsche_911 Carrera 4S
Porsche,911 Carrera 4S,Minicompact,3.0,6,M7,Z,13.8,9.3,11.8,275,4,5,Porsche_911 Carrera 4S
Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,AM8,Z,12.8,10.2,11.7,273,4,5,Porsche_911 Carrera 4S Cabriolet
Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,M7,Z,13.8,9.8,12.0,281,4,5,Porsche_911 Carrera 4S Cabriolet
Porsche,911 Carrera GTS,Minicompact,3.0,6,AM8,Z,13.8,10.1,12.1,289,4,5,Porsche_911 Carrera GTS
Porsche,911 Carrera GTS,Minicompact,3.0,6,M7,Z,13.5,9.8,11.9,276,4,5,Porsche_911 Carrera GTS
Porsche,911 Carrera GTS Cabriolet,Minicompact,3.0,6,AM8,Z,13.8,10.2,12.2,289,4,5,Porsche_911 Carrera GTS Cabriolet
Porsche,911 Carrera GTS Cabriolet,Minicompact,3.0,6,M7,Z,13.8,9.6,11.9,278,4,5,Porsche_911 Carrera GTS Cabriolet
Porsche,911 Carrera 4 GTS,Minicompact,3.0,6,AM8,Z,13.8,10.1,12.1,288,4,5,Porsche_911 Carrera 4 GTS
Porsche,911 Carrera 4 GTS,Minicompact,3.0,6,M7,Z,13.8,10.2,12.2,289,4,5,Porsche_911 Carrera 4 GTS
Porsche,911 Carrera 4 GTS Cabriolet,Minicompact,3.0,6,AM8,Z,13.7,10.7,12.3,288,4,5,Porsche_911 Carrera 4 GTS Cabriolet
Porsche,911 Carrera 4 GTS Cabriolet,Minicompact,3.0,6,M7,Z,14.7,10.2,12.7,296,4,5,Porsche_911 Carrera 4 GTS Cabriolet
Porsche,911 GT3,Minicompact,4.0,6,AM7,Z,15.6,12.7,14.3,334,3,3,Porsche_911 GT3
Porsche,911 GT3,Minicompact,4.0,6,M6,Z,17.0,13.1,15.2,355,3,3,Porsche_911 GT3
Porsche,911 GT3 Touring,Minicompact,4.0,6,AM7,Z,15.7,12.7,14.4,335,3,3,Porsche_911 GT3 Touring
Porsche,911 GT3 Touring,Minicompact,4.0,6,M6,Z,16.9,13.1,15.2,354,3,3,Porsche_911 GT3 Touring
Porsche,911 Targa 4,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,275,4,5,Porsche_911 Targa 4
Porsche,911 Targa 4S,Minicompact,3.0,6,AM8,Z,13.1,10.2,11.8,274,4,5,Porsche_911 Targa 4S
Porsche,911 Targa 4S,Minicompact,3.0,6,M7,Z,13.7,9.8,11.9,278,4,5,Porsche_911 Targa 4S
Porsche,911 Targa 4 GTS,Minicompact,3.0,6,AM8,Z,13.6,10.7,12.3,287,4,5,Porsche_911 Targa 4 GTS
Porsche,911 Targa 4 GTS,Minicompact,3.0,6,M7,Z,14.7,10.2,12.7,296,4,5,Porsche_911 Targa 4 GTS
Porsche,911 Turbo,Minicompact,3.7,6,AM8,Z,15.2,11.9,13.7,321,3,5,Porsche_911 Turbo
Porsche,911 Turbo Cabriolet,Minicompact,3.7,6,AM8,Z,15.6,11.8,13.9,324,3,5,Porsche_911 Turbo Cabriolet
Porsche,911 Turbo S,Minicompact,3.7,6,AM8,Z,15.3,11.8,13.7,321,3,5,Porsche_911 Turbo S
Porsche,911 Turbo S Cabriolet,Minicompact,3.7,6,AM8,Z,16.0,11.8,14.1,328,3,5,Porsche_911 Turbo S Cabriolet
Porsche,Cayenne,SUV: Standard,3.0,6,AS8,Z,13.8,10.7,12.4,289,4,5,Porsche_Cayenne
Porsche,Cayenne Coupe,SUV: Standard,3.0,6,AS8,Z,13.8,10.7,12.4,289,4,5,Porsche_Cayenne Coupe
Porsche,Cayenne S,SUV: Standard,2.9,6,AS8,Z,14.7,10.6,12.9,307,3,5,Porsche_Cayenne S
Porsche,Cayenne S Coupe,SUV: Standard,2.9,6,AS8,Z,14.4,11.2,13.0,305,3,5,Porsche_Cayenne S Coupe
Porsche,Cayenne GTS,SUV: Standard,4.0,8,AS8,Z,15.8,12.3,14.2,331,3,3,Porsche_Cayenne GTS
Porsche,Cayenne GTS Coupe,SUV: Standard,4.0,8,AS8,Z,15.2,12.4,14.0,326,3,3,Porsche_Cayenne GTS Coupe
Porsche,Cayenne Turbo,SUV: Standard,4.0,8,AS8,Z,16.8,12.4,14.8,343,3,3,Porsche_Cayenne Turbo
Porsche,Cayenne Turbo Coupe,SUV: Standard,4.0,8,AS8,Z,15.9,12.0,14.1,330,3,3,Porsche_Cayenne Turbo Coupe
Porsche,Cayenne Turbo GT,SUV: Standard,4.0,8,AS8,Z,16.8,12.4,14.8,345,3,3,Porsche_Cayenne Turbo GT
Porsche,Macan,SUV: Small,2.0,4,AM7,Z,12.4,9.3,11.0,263,4,5,Porsche_Macan
Porsche,Macan S,SUV: Small,2.9,6,AM7,Z,13.8,10.1,12.2,289,4,5,Porsche_Macan S
Porsche,Macan GTS,SUV: Small,2.9,6,AM7,Z,13.5,10.7,12.2,290,4,5,Porsche_Macan GTS
Porsche,Panamera,Full-size,2.9,6,AM8,Z,13.1,9.8,11.6,274,4,5,Porsche_Panamera
Porsche,Panamera 4,Full-size,2.9,6,AM8,Z,12.8,9.8,11.5,274,4,5,Porsche_Panamera 4
Porsche,Panamera 4 Executive,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,289,4,5,Porsche_Panamera 4 Executive
Porsche,Panamera 4 ST,Full-size,2.9,6,AM8,Z,12.8,10.2,11.7,274,4,5,Porsche_Panamera 4 ST
